Name	COUNT	SUM(Wall Duration)	SUM(Self Duration)	AVG(Wall Duration)
VerifyClass okhttp3.internal.platform.android.BouncyCastleSocketAdapter$Companion$factory$1	1	107812	107812	107812
res/color/secondary_text_material_dark.xml	1	107761	59948	107761
AssetManager::OpenXmlAsset(res/fbk.xml)	1	107500	107500	107500
DartMessenger#send on dev.flutter.pigeon.FlutterRouterApi.onForeground	1	107135	107135	107135
res/cWL.xml	1	104844	62083	104844
AssetManager::OpenXmlAsset(res/744.xml)	1	104844	104844	104844
AssetManager::OpenXmlAsset(res/whs.xml)	1	103854	103854	103854
AssetManager::OpenXmlAsset(res/yl6.xml)	1	103802	103802	103802
Lock contention on InternTable lock (owner tid: 28058)	6	103492	103492	17248.666666666668
AssetManager::OpenXmlAsset(res/LxH.xml)	1	102344	102344	102344
AssetManager::OpenXmlAsset(res/8L71.xml)	1	101667	101667	101667
AssetManager::OpenNonAssetFd(assets/chrome_100_percent.pak)	1	101302	101302	101302
AssetManager::OpenXmlAsset(res/Hnp.xml)	1	100886	100886	100886
AssetManager::OpenXmlAsset(res/zpv.xml)	1	99635	99635	99635
DartMessenger#send on flutter/navigation	1	99271	99271	99271
AssetManager::OpenXmlAsset(res/dx-.xml)	2	99166	99166	49583
AssetManager::OpenXmlAsset(res/Zzu.xml)	1	99063	99063	99063
Fixup conflict tables	1	98594	98594	98594
AssetManager::OpenXmlAsset(res/K8n.xml)	1	98489	98489	98489
AssetManager::OpenXmlAsset(res/M_B.xml)	1	98021	98021	98021
AssetManager::OpenXmlAsset(res/FUD.xml)	2	97865	97865	48932.5
AssetManager::OpenXmlAsset(res/7ks.xml)	1	96302	96302	96302
AssetManager::OpenAsset(device_features/equuleus.xml)	1	95885	95885	95885
AssetManager::OpenXmlAsset(res/color/text_color_primary.xml)	2	95156	95156	47578
res/color/hint_foreground_material_dark.xml	1	95000	45104	95000
AssetManager::OpenXmlAsset(res/FPA.xml)	1	94948	94948	94948
AssetManager::OpenXmlAsset(res/3R41.xml)	1	94322	94322	94322
AssetManager::OpenXmlAsset(res/Apf.xml)	1	94062	94062	94062
AssetManager::OpenXmlAsset(res/atE.xml)	1	93750	93750	93750
Lock contention on thread list lock (owner tid: 28144)	1	93437	93437	93437
AssetManager::OpenXmlAsset(res/0yj.xml)	1	92552	92552	92552
AssetManager::OpenXmlAsset(res/3c6.xml)	1	92448	92448	92448
AssetManager::OpenXmlAsset(res/y1j.xml)	1	91927	91927	91927
AssetManager::OpenXmlAsset(res/d5V.xml)	1	91197	91197	91197
AssetManager::OpenXmlAsset(res/erg.xml)	1	91146	91146	91146
AssetManager::OpenXmlAsset(res/0aE.xml)	1	90729	90729	90729
AssetManager::OpenXmlAsset(res/90U.xml)	1	90261	90261	90261
AssetManager::OpenXmlAsset(res/Spn.xml)	1	90157	90157	90157
LoadApkAssets(/vendor/overlay/GestureLineOverlay.apk)	1	90052	73020	90052
AssetManager::OpenXmlAsset(res/-oe.xml)	1	89740	89740	89740
AssetManager::OpenXmlAsset(res/2xc.xml)	1	89427	89427	89427
AssetManager::OpenXmlAsset(res/xMf.xml)	1	88803	88803	88803
AssetManager::OpenXmlAsset(res/aBT.xml)	1	88750	88750	88750
AssetManager::OpenXmlAsset(res/AHl.xml)	1	87708	87708	87708
AwContentsClient.constructorOneArg	2	86927	86927	43463.5
AssetManager::OpenXmlAsset(res/Vss.xml)	1	84375	84375	84375
AssetManager::OpenXmlAsset(res/oCR.xml)	1	84219	84219	84219
AssetManager::OpenXmlAsset(res/yof.xml)	1	83802	83802	83802
Dex file open from Zip /system/product/app/TrichromeLibrary/TrichromeLibrary.apk	1	82812	11771	82812
AssetManager::OpenXmlAsset(res/0v_.xml)	1	81979	81979	81979
PlatformServiceBirdgeImpl.enableUsingApk	1	80729	80729	80729
AssetManager::OpenXmlAsset(res/RTx.xml)	1	80573	80573	80573
AssetManager::OpenXmlAsset(res/xzV.xml)	1	80312	80312	80312
res/color/white_disabled_material.xml	1	79687	35885	79687
ReadFill	1	79323	79323	79323
AssetManager::OpenXmlAsset(res/U_t.xml)	1	78958	78958	78958
VerifyClass com.android.org.conscrypt.ServerSessionContext	1	78906	78906	78906
AssetManager::OpenXmlAsset(res/drawable/dialog_background_material.xml)	1	77968	77968	77968
AssetManager::OpenXmlAsset(res/dz9.xml)	1	77187	77187	77187
AssetManager::OpenXmlAsset(res/N1z.xml)	1	75990	75990	75990
Lock contention on runtime shutdown lock (owner tid: 28207)	1	75625	75625	75625
AssetManager::OpenXmlAsset(res/vz-.xml)	1	74010	74010	74010
AssetManager::OpenXmlAsset(res/drawable/progress_horizontal_material.xml)	1	70781	70781	70781
FlutterEngineConnectionRegistry#add UrlLauncherPlugin	1	69635	69635	69635
AssetManager::OpenXmlAsset(res/9mQ.xml)	1	68230	68230	68230
Dex file open from Zip Archive /system/product/app/TrichromeLibrary/TrichromeLibrary.apk	1	67916	67916	67916
AssetManager::OpenXmlAsset(res/ob3.xml)	1	67448	67448	67448
AssetManager::OpenNonAsset(res/pE2.png)	1	66771	66771	66771
AssetManager::OpenXmlAsset(res/T1B.xml)	1	65156	65156	65156
AssetManager::OpenXmlAsset(res/drawable/ic_ab_back_material.xml)	1	63854	63854	63854
AssetManager::OpenXmlAsset(res/anim/button_state_list_anim_material.xml)	1	62709	62709	62709
SupportLibWebViewContentsClientAdapter.setWebViewClient	1	61823	61823	61823
AssetManager::OpenXmlAsset(res/Gs2.xml)	1	61771	61771	61771
Lock contention on Region lock (owner tid: 27881)	4	60521	60521	15130.25
AssetManager::IsDarkModeSupported	1	59896	59896	59896
FinalizeVMIsolate	1	58542	58542	58542
AssetManager::OpenNonAsset(res/Jxz.webp)	1	58333	58333	58333
eglGetDisplay	2	57396	36665	28698
AssetManager::OpenNonAsset(res/Ko1.png)	2	55521	55521	27760.5
AssetManager::OpenXmlAsset(res/drawable/vector_drawable_progress_indeterminate_horizontal.xml)	1	55157	55157	55157
WebViewChromiumFactoryProvider.createAwInit	1	53958	53958	53958
DartMessenger#handleMessageFromDart on flutter/keyboard	1	53855	53855	53855
AssetManager::OpenXmlAsset(res/-yG.xml)	1	53646	53646	53646
AssetManager::OpenXmlAsset(res/anim/progress_indeterminate_horizontal_rect2.xml)	1	53645	53645	53645
AssetManager::OpenXmlAsset(res/fcA.xml)	1	53177	53177	53177
DartMessenger#send on flutter/localization	1	52865	52865	52865
AssetManager::OpenXmlAsset(res/s1A.xml)	1	52448	52448	52448
AssetManager::OpenXmlAsset(res/Q0Q.xml)	1	52344	52344	52344
AssetManager::OpenXmlAsset(res/esV.xml)	1	52292	52292	52292
AssetManager::OpenXmlAsset(res/8Yq.xml)	1	51770	51770	51770
AssetManager::OpenXmlAsset(res/H3j.xml)	1	50729	50729	50729
Lock contention on thread list lock (owner tid: 28066)	1	49896	49896	49896
AssetManager::OpenXmlAsset(res/color/hint_foreground_material_dark.xml)	1	49896	49896	49896
AssetManager::OpenNonAsset(res/xpl.png)	1	49791	49791	49791
AssetManager::OpenXmlAsset(res/xhQ.xml)	1	48229	48229	48229
AssetManager::OpenXmlAsset(res/MpT.xml)	1	48073	48073	48073
AssetManager::OpenXmlAsset(res/color/secondary_text_material_dark.xml)	1	47813	47813	47813
AssetManager::OpenXmlAsset(res/Wc9.xml)	1	47135	47135	47135
AssetManager::OpenXmlAsset(res/0vH.xml)	1	46927	46927	46927
AssetManager::OpenXmlAsset(res/Qn5.xml)	1	46718	46718	46718
AssetManager::OpenNonAssetFd(assets/icudtl.dat)	1	45833	45833	45833
AssetManager::OpenXmlAsset(res/dgy.xml)	1	44896	44896	44896
AssetManager::OpenXmlAsset(res/pM-1.xml)	1	44531	44531	44531
AssetManager::OpenXmlAsset(res/color/white_disabled_material.xml)	1	43802	43802	43802
AssetManager::OpenXmlAsset(res/LUV.xml)	1	42969	42969	42969
AssetManager::OpenXmlAsset(res/sQT.xml)	1	42865	42865	42865
AssetManager::OpenXmlAsset(res/cWL.xml)	1	42761	42761	42761
setCoreSettings	1	41979	41979	41979
AssetManager::OpenXmlAsset(res/interpolator/progress_indeterminate_horizontal_rect1_translatex.xml)	1	41979	41979	41979
AssetManager::OpenXmlAsset(res/anim/progress_indeterminate_horizontal_rect1.xml)	1	41562	41562	41562
AssetManager::OpenNonAsset(res/UbI.png)	1	41562	41562	41562
AssetManager::OpenXmlAsset(res/Ntz.xml)	1	41354	41354	41354
AssetManager::OpenXmlAsset(res/drawable/progress_indeterminate_horizontal_material.xml)	1	41302	41302	41302
AssetManager::OpenXmlAsset(res/gD5.xml)	1	40781	40781	40781
AssetManager::OpenNonAsset(res/D9e.png)	2	40781	40781	20390.5
AssetManager::OpenXmlAsset(res/interpolator/progress_indeterminate_horizontal_rect2_translatex.xml)	1	40417	40417	40417
AssetManager::OpenXmlAsset(res/BaF.xml)	1	40261	40261	40261
VerifyClass com.android.org.conscrypt.AbstractSessionContext$1	1	40000	40000	40000
AssetManager::OpenNonAssetFd(assets/snapshot_blob_64.bin)	1	39583	39583	39583
ReadAlloc	1	39167	39167	39167
AssetManager::OpenXmlAsset(res/interpolator/progress_indeterminate_horizontal_rect2_scalex.xml)	1	38958	38958	38958
FlutterEngineConnectionRegistry#add SqflitePlugin	1	37656	37656	37656
AssetManager::OpenNonAssetFd(assets/resources.pak)	1	37396	37396	37396
AssetManager::OpenXmlAsset(res/interpolator/progress_indeterminate_horizontal_rect1_scalex.xml)	1	36407	36407	36407
AssetManager::OpenNonAsset(res/e9-.png)	1	36041	36041	36041
WebViewContentsClientAdapter.constructor	2	35833	35833	17916.5
AssetManager::OpenNonAsset(res/drawable-xhdpi-v4/editbox_dropdown_background_dark.9.png)	1	35521	35521	35521
AssetManager::OpenNonAsset(res/0m1.webp)	1	35469	35469	35469
AssetManager::OpenNonAsset(res/DLk.png)	1	34375	34375	34375
FlutterEngineConnectionRegistry#add PackageInfoPlugin	1	33854	33854	33854
AssetManager::OpenNonAsset(res/wsQ.png)	1	33021	33021	33021
Lock contention on thread list lock (owner tid: 28143)	1	32916	32916	32916
setupGpuLayers	1	32448	32448	32448
OpenImageFile	3	32397	32397	10799
AssetManager::OpenNonAsset(res/FUX.webp)	1	31145	31145	31145
AssetManager::OpenNonAsset(res/ytK.png)	1	30417	30417	30417
activityShowWindow	1	30260	30260	30260
setLayerPaths	4	30209	30209	7552.25
Lock contention on ClassLinker classes lock (owner tid: 18446744073709551615)	8	30205	30205	3775.625
VerifyClass com.android.org.conscrypt.EmptyArray	1	29792	29792	29792
AssetManager::OpenNonAsset(res/NKN.png)	1	28802	28802	28802
AssetManager::OpenNonAsset(res/IlY.png)	1	28802	28802	28802
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes4.dex	1	28438	28438	28438
AssetManager::OpenNonAsset(res/ZDB.png)	1	28073	28073	28073
AssetManager::OpenNonAsset(res/xsl.png)	1	28021	28021	28021
AssetManager::OpenNonAsset(res/CEm.webp)	1	27917	27917	27917
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk	1	27865	27865	27865
AssetManager::OpenNonAsset(res/4Hf.png)	1	26041	26041	26041
AssetManager::OpenNonAsset(res/rC8.webp)	1	25520	25520	25520
Lock contention on thread suspend count lock (owner tid: 27896)	1	25365	25365	25365
AssetManager::OpenNonAsset(res/bYM.png)	1	25208	25208	25208
notifyContentCapture(START) for {com.kedacom.ovopark/com.kedacom.ovopark.ui.HomeOldActivity}	1	25157	25157	25157
ResourcesManager#updateResourcesForActivity	2	25001	25001	12500.5
AssetManager::OpenNonAsset(res/4Yj.png)	1	24323	24323	24323
AssetManager::OpenNonAsset(res/B8s.webp)	1	24218	24218	24218
AssetManager::OpenNonAsset(res/QmO.webp)	1	24063	24063	24063
AssetManager::OpenNonAsset(res/qZX.png)	1	23907	23907	23907
AssetManager::OpenNonAsset(res/oZw.png)	1	23854	23854	23854
DartMessenger#handleMessageFromDart on flutter/isolate	1	23750	23750	23750
AssetManager::OpenNonAsset(res/5G0.png)	1	23750	23750	23750
AssetManager::OpenNonAsset(res/nX9.png)	1	23334	23334	23334
Lock contention on GC barrier lock (owner tid: 27881)	1	23229	23229	23229
notifyContentCapture(PAUSE) for {com.kedacom.ovopark/com.kedacom.ovopark.ui.SplashActivity}	1	23021	23021	23021
AssetManager::OpenNonAsset(res/ZLP.png)	1	23021	23021	23021
AssetManager::OpenNonAsset(res/AwD.png)	1	23021	23021	23021
AssetManager::OpenNonAsset(res/Klx.png)	1	22864	22864	22864
AssetManager::OpenNonAsset(res/pOh.png)	1	22292	22292	22292
AssetManager::OpenNonAsset(res/BBM.png)	1	21979	21979	21979
AssetManager::OpenNonAsset(res/tYI.png)	1	21875	21875	21875
open	5	21823	21823	4364.6
AssetManager::OpenNonAsset(res/UsK.png)	1	21667	21667	21667
AssetManager::OpenNonAsset(res/QB8.webp)	1	21511	21511	21511
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes27.dex	1	21250	21250	21250
AssetManager::OpenNonAsset(res/6SR.png)	1	21145	21145	21145
AssetManager::OpenNonAsset(res/r_W.webp)	1	20625	20625	20625
AssetManager::OpenNonAsset(res/VKl.png)	1	20625	20625	20625
AssetManager::OpenNonAsset(res/pny.png)	1	20469	20469	20469
AssetManager::OpenNonAsset(res/61c.webp)	1	20260	20260	20260
AssetManager::OpenNonAsset(res/-0m.png)	1	20156	20156	20156
AssetManager::OpenNonAsset(res/8Nr.png)	1	19948	19948	19948
AssetManager::OpenNonAsset(res/dcE.png)	1	19740	19740	19740
AssetManager::OpenNonAsset(res/fEb.png)	1	19532	19532	19532
AssetManager::OpenNonAsset(res/CSv.png)	1	19480	19480	19480
AssetManager::OpenNonAsset(res/0Qs.webp)	1	19375	19375	19375
AssetManager::OpenNonAsset(res/gwG.png)	1	19271	19271	19271
AssetManager::OpenNonAsset(res/C3H.png)	1	19271	19271	19271
AssetManager::OpenNonAsset(res/WY8.png)	1	19166	19166	19166
AssetManager::OpenNonAsset(res/MrX.png)	1	19115	19115	19115
AssetManager::OpenNonAsset(res/RMT.png)	1	19010	19010	19010
AssetManager::OpenNonAsset(res/E0S.webp)	1	18855	18855	18855
AssetManager::OpenNonAsset(res/dAl.webp)	1	18802	18802	18802
AssetManager::OpenNonAsset(res/cnc.png)	1	18698	18698	18698
AssetManager::OpenNonAsset(res/B0Y.png)	1	18593	18593	18593
AssetManager::OpenNonAsset(res/FYX.png)	1	18541	18541	18541
AssetManager::OpenNonAsset(res/guv.png)	1	18438	18438	18438
AssetManager::OpenNonAsset(res/DYM.webp)	1	18333	18333	18333
AssetManager::OpenNonAsset(res/8AC.webp)	1	17917	17917	17917
AssetManager::OpenNonAsset(res/21F.png)	1	17761	17761	17761
AssetManager::OpenNonAsset(res/0lG.png)	1	17761	17761	17761
AssetManager::OpenNonAsset(res/KDW.webp)	1	17656	17656	17656
AssetManager::OpenNonAsset(res/LC-.png)	1	17552	17552	17552
AssetManager::OpenNonAsset(res/lqR.webp)	1	17344	17344	17344
AssetManager::OpenNonAsset(res/s2H.png)	1	17239	17239	17239
AssetManager::OpenNonAsset(res/J97.png)	1	17239	17239	17239
AssetManager::OpenNonAsset(res/-wt.png)	1	17188	17188	17188
AssetManager::OpenNonAsset(res/3yZ.webp)	1	17136	17136	17136
AssetManager::OpenNonAsset(res/23o.png)	1	17032	17032	17032
AssetManager::OpenNonAsset(res/xRV.png)	1	16979	16979	16979
AssetManager::OpenNonAsset(res/tEQ.webp)	1	16979	16979	16979
AssetManager::OpenNonAsset(res/5v5.png)	1	16979	16979	16979
AssetManager::OpenNonAsset(res/QFX.png)	1	16927	16927	16927
AssetManager::OpenNonAsset(res/Elo.png)	1	16875	16875	16875
AssetManager::OpenNonAsset(res/nez.png)	1	16823	16823	16823
AssetManager::OpenNonAsset(res/MoN.png)	1	16615	16615	16615
AssetManager::OpenNonAsset(res/Sgf.9.png)	1	16562	16562	16562
AssetManager::OpenNonAsset(res/jne.webp)	1	16459	16459	16459
Suspending mutator threads	1	16354	16354	16354
AssetManager::OpenNonAsset(res/TLh.webp)	1	16354	16354	16354
AssetManager::OpenNonAsset(res/8ew.png)	1	16198	16198	16198
AssetManager::OpenNonAsset(res/bog.png)	1	16094	16094	16094
AssetManager::OpenNonAsset(res/Vmv.png)	1	15938	15938	15938
AssetManager::OpenNonAsset(res/x0m.webp)	1	15833	15833	15833
AssetManager::OpenNonAsset(res/UJL.webp)	1	15833	15833	15833
AssetManager::OpenNonAsset(res/Qv4.webp)	1	15730	15730	15730
AssetManager::OpenNonAsset(res/Hr7.png)	1	15520	15520	15520
AssetManager::OpenNonAsset(res/5eN.webp)	1	15364	15364	15364
AssetManager::OpenNonAsset(res/8eW.png)	1	14948	14948	14948
AwSafeBrowsingConfigHelper.isDisabledByCommandLine	1	14740	14740	14740
AssetManager::OpenNonAsset(res/P1T.webp)	1	14636	14636	14636
scheduleFrameLocked-mMotionEventType:-1 mTouchMoveNum:-1 mConsumedDown:false mConsumedMove:false	4	14482	14482	3620.5
CreateImageBitmap	1	14219	14219	14219
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes16.dex	1	13698	13698	13698
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes35.dex	1	12865	12865	12865
notifyContentCapture(RESUME) for {com.kedacom.ovopark/com.kedacom.ovopark.ui.HomeOldActivity}	1	12761	12761	12761
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes2.dex	1	11822	11822	11822
setupAngle	1	11666	11666	11666
Open dex file from RAM /system/product/app/WebViewGoogle/WebViewGoogle.apk	1	11563	11563	11563
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes36.dex	1	11459	11459	11459
FlutterEngineConnectionRegistry#add ProcessTextPlugin	1	11094	11094	11094
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes3.dex	1	10885	10885	10885
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes13.dex	1	10677	10677	10677
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes8.dex	1	10573	10573	10573
PostLoad	1	10521	10521	10521
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes5.dex	1	10052	10052	10052
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes34.dex	1	10000	10000	10000
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes11.dex	1	10000	10000	10000
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes7.dex	1	9636	9636	9636
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes6.dex	1	9584	9584	9584
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes23.dex	1	9584	9584	9584
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes17.dex	1	9584	9584	9584
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes12.dex	1	9532	9532	9532
notifyContentCapture(RESUME) for {com.kedacom.ovopark/com.kedacom.ovopark.ui.SplashActivity}	1	9531	9531	9531
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes44.dex	1	9531	9531	9531
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes39.dex	1	9427	9427	9427
getPlatformDisplay	2	9324	9324	4662
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes28.dex	1	9323	9323	9323
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes24.dex	1	9323	9323	9323
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes18.dex	1	9271	9271	9271
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes14.dex	1	9219	9219	9219
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes46.dex	1	9167	9167	9167
TTFD_HomeWorkDesk	1	9114	9114	9114
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes10.dex	1	9114	9114	9114
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes47.dex	1	9063	9063	9063
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes33.dex	1	9011	9011	9011
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes21.dex	1	9011	9011	9011
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes29.dex	1	8959	8959	8959
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes26.dex	1	8959	8959	8959
VerifyClass com.android.org.conscrypt.OpenSSLContextImpl$TLSv13	1	8958	8958	8958
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes15.dex	1	8958	8958	8958
Open oat file /data/dalvik-cache/arm64/system@framework@org.apache.http.legacy.jar@classes.dex	1	8906	8906	8906
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes9.dex	1	8906	8906	8906
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes22.dex	1	8854	8854	8854
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes31.dex	1	8750	8750	8750
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes43.dex	1	8698	8698	8698
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes41.dex	1	8698	8698	8698
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes38.dex	1	8698	8698	8698
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes20.dex	1	8698	8698	8698
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes48.dex	1	8541	8541	8541
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes32.dex	1	8385	8385	8385
Mutator threads suspended for Add image space	1	8229	8229	8229
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes42.dex	1	8073	8073	8073
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes40.dex	1	8073	8073	8073
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes37.dex	1	8021	8021	8021
Load	1	7916	7916	7916
Lock contention on ClassLinker classes lock (owner tid: 0)	2	7761	7761	3880.5
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes30.dex	1	7709	7709	7709
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes25.dex	1	7708	7708	7708
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes45.dex	1	7344	7344	7344
Open oat file /data/dalvik-cache/arm64/data@app@com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==@base.apk@classes.dex	1	7292	7292	7292
Open dex file from RAM /data/app/com.kedacom.ovopark-s9DXrqnyDWaBmsU90-ENtg==/base.apk!classes19.dex	1	7031	7031	7031
Lock contention on ClassLinker classes lock (owner tid: 28102)	2	6980	6980	3490
Open oat file /system/framework/oat/arm64/org.apache.http.legacy.odex	1	6198	6198	6198
Lock contention on InternTable lock (owner tid: 27934)	3	5937	5937	1979
WebViewChromiumAwInit.waitUntilSetUpResources	1	5104	5104	5104
SuspendThreadByThreadId suspended pool-10-thread-1 id=47	1	4844	4844	4844
WebViewChromiumFactoryProvider.getLoadedPackageInfo	1	4479	4479	4479
SuspendThreadByThreadId suspended Binder:interceptor id=28	1	4271	4271	4271
Lock contention on InternTable lock (owner tid: 27898)	1	4271	4271	4271
ReadImageHeader	1	4270	4270	4270
Lock contention on ClassLinker classes lock (owner tid: 28105)	1	4219	4219	4219
Lock contention on ClassLinker classes lock (owner tid: 27934)	1	4062	4062	4062
Lock contention on Region lock (owner tid: 0)	1	4010	4010	4010
Dex file open from Zip Archive /system/framework/org.apache.http.legacy.jar!classes2.dex	1	3907	3907	3907
Resuming mutator threads	1	3802	3802	3802
Lock contention on a monitor lock (owner tid: 28150)	1	3698	3698	3698
WebViewChromiumFactoryProvider.checkStorage	1	3646	3646	3646
Lock contention on InternTable lock (owner tid: 28039)	1	3645	3645	3645
Lock contention on InternTable lock (owner tid: 27903)	1	3490	3490	3490
Lock contention on ClassLinker classes lock (owner tid: 27886)	1	3229	3229	3229
Dex file open from Zip Archive /system/product/app/TrichromeLibrary/TrichromeLibrary.apk!classes2.dex	1	3125	3125	3125
Lock contention on InternTable lock (owner tid: 27994)	1	3073	3073	3073
setConsumerName	2	3020	3020	1510
Open dex file from RAM /system/product/app/TrichromeLibrary/TrichromeLibrary.apk	1	2448	2448	2448
setGpuStats	1	2396	2396	2396
connect	1	2188	2188	2188
Lock contention on GC barrier lock (owner tid: 0)	1	1979	1979	1979
setDefaultBufferSize	1	1875	1875	1875
Lock contention on ClassLinker classes lock (owner tid: 27926)	1	1823	1823	1823
setConsumerIsProtected	1	1354	1354	1354
setConsumerUsageBits	1	1198	1198	1198
binder transaction async	21	0	0	0
