Name	COUNT	SUM(Wall Duration)	SUM(Self Duration)	AVG(Wall Duration)
AssetManager::OpenNonAsset(res/RMT.png)	1	16666	16666	16666
AssetManager::OpenNonAsset(res/DYM.webp)	1	16615	16615	16615
AssetManager::OpenNonAsset(res/pE2.png)	1	16511	16511	16511
AssetManager::OpenNonAsset(res/C3H.png)	1	16094	16094	16094
CreateImageBitmap	1	15937	15937	15937
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes27.dex	1	15885	15885	15885
AssetManager::OpenNonAsset(res/r_W.webp)	1	15833	15833	15833
AssetManager::OpenNonAsset(res/pny.png)	1	15729	15729	15729
notifyContentCapture(RESUME) for {com.kedacom.ovopark/com.kedacom.ovopark.ui.HomeOldActivity}	1	15312	15312	15312
AssetManager::OpenNonAsset(res/Vmv.png)	1	14896	14896	14896
AssetManager::OpenNonAsset(res/6SR.png)	1	14792	14792	14792
notifyContentCapture(PAUSE) for {com.kedacom.ovopark/com.kedacom.ovopark.ui.SplashActivity}	1	14740	14740	14740
AssetManager::OpenNonAsset(res/tYI.png)	1	14740	14740	14740
AssetManager::OpenNonAsset(res/-wt.png)	1	14532	14532	14532
AssetManager::OpenNonAsset(res/FYX.png)	1	14167	14167	14167
AssetManager::OpenNonAsset(res/J97.png)	1	13854	13854	13854
Open oat file /data/dalvik-cache/arm64/data@app@com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==@base.apk@classes.dex	1	13594	13594	13594
Suspending mutator threads	1	13438	13438	13438
Lock contention on InternTable lock (owner tid: 4681)	5	13438	13438	2687.6
setupAngle	1	13437	13437	13437
AssetManager::OpenNonAsset(res/Klx.png)	1	13282	13282	13282
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes31.dex	1	11823	11823	11823
Lock contention on ClassLinker classes lock (owner tid: 18446744073709551615)	2	10625	10625	5312.5
scheduleFrameLocked-mMotionEventType:-1 mTouchMoveNum:-1 mConsumedDown:false mConsumedMove:false	3	10521	10521	3507
OpenImageFile	1	10365	10365	10365
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes13.dex	1	9584	9584	9584
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes7.dex	1	9583	9583	9583
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes10.dex	1	9531	9531	9531
FlutterEngineConnectionRegistry#add ProcessTextPlugin	1	9531	9531	9531
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes8.dex	1	9479	9479	9479
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes2.dex	1	9479	9479	9479
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes9.dex	1	9375	9375	9375
Load	1	9062	9062	9062
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes15.dex	1	8698	8698	8698
Mutator threads suspended for Add image space	1	8698	8698	8698
PostLoad	1	8542	8542	8542
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes17.dex	1	8334	8334	8334
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes3.dex	1	8281	8281	8281
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes18.dex	1	8230	8230	8230
notifyContentCapture(RESUME) for {com.kedacom.ovopark/com.kedacom.ovopark.ui.SplashActivity}	1	8177	8177	8177
VerifyClass com.android.org.conscrypt.OpenSSLContextImpl$TLSv13	1	8177	8177	8177
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes32.dex	1	8021	8021	8021
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes40.dex	1	7969	7969	7969
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes4.dex	1	7916	7916	7916
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes23.dex	1	7864	7864	7864
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes6.dex	1	7813	7813	7813
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes46.dex	1	7760	7760	7760
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes37.dex	1	7760	7760	7760
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes5.dex	1	7708	7708	7708
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes35.dex	1	7656	7656	7656
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes34.dex	1	7656	7656	7656
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes38.dex	1	7604	7604	7604
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes20.dex	1	7604	7604	7604
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes47.dex	1	7500	7500	7500
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes29.dex	1	7500	7500	7500
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes21.dex	1	7396	7396	7396
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes11.dex	1	7396	7396	7396
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes39.dex	1	7344	7344	7344
Open oat file /data/dalvik-cache/arm64/system@framework@org.apache.http.legacy.jar@classes.dex	1	7292	7292	7292
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes44.dex	1	7292	7292	7292
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes41.dex	1	7291	7291	7291
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes33.dex	1	7239	7239	7239
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes43.dex	1	7084	7084	7084
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes22.dex	1	7083	7083	7083
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes16.dex	1	7083	7083	7083
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes42.dex	1	7031	7031	7031
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes48.dex	1	6979	6979	6979
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes24.dex	1	6979	6979	6979
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes14.dex	1	6875	6875	6875
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes28.dex	1	6719	6719	6719
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes26.dex	1	6666	6666	6666
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes19.dex	1	6666	6666	6666
TTFD_HomeWorkDesk	1	6511	6511	6511
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes25.dex	1	6510	6510	6510
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes36.dex	1	6459	6459	6459
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes45.dex	1	6302	6302	6302
Open dex file from RAM /data/app/com.kedacom.ovopark-h0rioP18d20KvM5mbFnD7Q==/base.apk!classes30.dex	1	6197	6197	6197
open	1	5364	5364	5364
Open oat file /system/framework/oat/arm64/org.apache.http.legacy.odex	1	5260	5260	5260
Lock contention on InternTable lock (owner tid: 4809)	2	4844	4844	2422
Dex file open from Zip Archive /system/framework/org.apache.http.legacy.jar!classes2.dex	1	4739	4739	4739
Lock contention on InternTable lock (owner tid: 4724)	2	4687	4687	2343.5
getPlatformDisplay	1	4323	4323	4323
Lock contention on InternTable lock (owner tid: 4495)	1	3959	3959	3959
ReadImageHeader	1	3437	3437	3437
Lock contention on GC thread flip lock (owner tid: 0)	1	3282	3282	3282
Lock contention on InternTable lock (owner tid: 4726)	1	3281	3281	3281
Lock contention on runtime shutdown lock (owner tid: 4511)	1	2917	2917	2917
Lock contention on GC thread flip lock (owner tid: 4734)	1	2864	2864	2864
setConsumerName	2	2760	2760	1380
Resuming mutator threads	1	2709	2709	2709
setGpuStats	1	2240	2240	2240
connect	1	2240	2240	2240
setDefaultBufferSize	1	1823	1823	1823
setConsumerUsageBits	1	1198	1198	1198
setConsumerIsProtected	1	1198	1198	1198
binder transaction async	16	0	0	0
